CustomerName,total_profit,total_Qty,total_sales,customer_segment,RowID,CustomerSegment,Region,StateOrProvince,City,PostalCode
"Glen Caldwell",6469.93,986,89269.7,"most active customer",2933,"Small Business",West,Washington,Seattle,98115
"Glen Caldwell",6469.93,986,89269.7,"most active customer",5303,"Small Business",West,Washington,Seattle,98115
"Glen Caldwell",6469.93,986,89269.7,"most active customer",4189,"Small Business",West,Washington,Seattle,98115
"Glen Caldwell",6469.93,986,89269.7,"most active customer",5335,"Small Business",West,Washington,Seattle,98115
"Glen Caldwell",6469.93,986,89269.7,"most active customer",2672,Consumer,West,Washington,Seattle,98115
"Glen Caldwell",6469.93,986,89269.7,"most active customer",2621,"Small Business",West,Washington,Seattle,98115
"Glen Caldwell",6469.93,986,89269.7,"most active customer",6816,Consumer,West,Washington,Seattle,98115
"Glen Caldwell",6469.93,986,89269.7,"most active customer",4561,"Small Business",West,Washington,Seattle,98115
"Glen Caldwell",6469.93,986,89269.7,"most active customer",4708,Consumer,West,Washington,Seattle,98115
"Glen Caldwell",6469.93,986,89269.7,"most active customer",4217,Consumer,West,Washington,Seattle,98115
"Glen Caldwell",6469.93,986,89269.7,"most active customer",4216,Consumer,West,Washington,Seattle,98115
"Glen Caldwell",6469.93,986,89269.7,"most active customer",5688,Consumer,West,Washington,Seattle,98115
"Glen Caldwell",6469.93,986,89269.7,"most active customer",5687,Consumer,West,Washington,Seattle,98115
"Glen Caldwell",6469.93,986,89269.7,"most active customer",2932,"Small Business",West,Washington,Seattle,98115
"Glen Caldwell",6469.93,986,89269.7,"most active customer",6149,Consumer,West,Washington,Seattle,98115
"Glen Caldwell",6469.93,986,89269.7,"most active customer",6148,Consumer,West,Washington,Seattle,98115
"Glen Caldwell",6469.93,986,89269.7,"most active customer",3410,Consumer,West,Washington,Seattle,98115
"Glen Caldwell",6469.93,986,89269.7,"most active customer",5302,"Small Business",West,Washington,Seattle,98115
"Ruth Lamm",6438.24,121,13703.35,"most active customer",20812,"Small Business",Central,Illinois,"Vernon Hills",60061
"Ruth Lamm",6438.24,121,13703.35,"most active customer",24783,"Small Business",Central,Illinois,"Vernon Hills",60061
"Ruth Lamm",6438.24,121,13703.35,"most active customer",22362,"Small Business",Central,Illinois,"Vernon Hills",60061
"Ruth Lamm",6438.24,121,13703.35,"most active customer",21418,"Small Business",Central,Illinois,"Vernon Hills",60061
"Ruth Lamm",6438.24,121,13703.35,"most active customer",21419,"Small Business",Central,Illinois,"Vernon Hills",60061
"Ruth Lamm",6438.24,121,13703.35,"most active customer",23877,"Small Business",Central,Illinois,"Vernon Hills",60061
"Ruth Lamm",6438.24,121,13703.35,"most active customer",25716,Corporate,Central,Illinois,"Vernon Hills",60061
"Carlos Hanson",6404.32,92,11979.27,others,20863,Corporate,Central,"South Dakota","Rapid City",57701
"Carlos Hanson",6404.32,92,11979.27,others,22188,"Home Office",Central,"South Dakota","Rapid City",57701
"Carlos Hanson",6404.32,92,11979.27,others,18535,"Home Office",Central,"South Dakota","Rapid City",57701
"Carlos Hanson",6404.32,92,11979.27,others,18534,"Home Office",Central,"South Dakota","Rapid City",57701
"Carlos Hanson",6404.32,92,11979.27,others,18870,"Home Office",Central,"South Dakota","Rapid City",57701
"Carlos Hanson",6404.32,92,11979.27,others,19295,Corporate,Central,"South Dakota","Rapid City",57701
"Carlos Hanson",6404.32,92,11979.27,others,19294,Corporate,Central,"South Dakota","Rapid City",57701
"Joel Burnette",6132.91,34,1193.22,others,23342,Corporate,South,Georgia,Dunwoody,30338
"Joel Burnette",6132.91,34,1193.22,others,21082,"Home Office",South,Georgia,Dunwoody,30338
"Joel Burnette",6132.91,34,1193.22,others,21083,"Home Office",South,Georgia,Dunwoody,30338
"Joel Burnette",6132.91,34,1193.22,others,22025,Corporate,South,Georgia,Dunwoody,30338
"Joel Burnette",6132.91,34,1193.22,others,22026,Corporate,South,Georgia,Dunwoody,30338
"Valerie Whitfield",6091.98,33,9196.47,"most active customer",18286,Corporate,East,Pennsylvania,"West Mifflin",15122
"Valerie Whitfield",6091.98,33,9196.47,"most active customer",18287,Corporate,East,Pennsylvania,"West Mifflin",15122
"Lester Sawyer",6059.54,39,3063.14,others,19373,"Home Office",South,Virginia,Fairfax,20151
"Lester Sawyer",6059.54,39,3063.14,others,24392,"Home Office",South,Virginia,Fairfax,20151
"Lester Sawyer",6059.54,39,3063.14,others,23249,"Home Office",South,Virginia,Fairfax,20151
"Scott McKenna",6049.14,37,10234.72,others,25379,Corporate,East,Ohio,Steubenville,43952
"Scott McKenna",6049.14,37,10234.72,others,22999,Corporate,East,Ohio,Steubenville,43952
"Scott McKenna",6049.14,37,10234.72,others,21718,Corporate,East,Ohio,Steubenville,43952
"Kara Gregory",5955.02,551,47971.14,"most active customer",2050,Corporate,Central,Illinois,Chicago,60699
"Kara Gregory",5955.02,551,47971.14,"most active customer",1847,Consumer,Central,Illinois,Chicago,60699
"Kara Gregory",5955.02,551,47971.14,"most active customer",1846,Consumer,Central,Illinois,Chicago,60699
"Kara Gregory",5955.02,551,47971.14,"most active customer",5903,Corporate,Central,Illinois,Chicago,60699
"Kara Gregory",5955.02,551,47971.14,"most active customer",5902,Corporate,Central,Illinois,Chicago,60699
"Kara Gregory",5955.02,551,47971.14,"most active customer",4081,Consumer,Central,Illinois,Chicago,60699
"Kara Gregory",5955.02,551,47971.14,"most active customer",4080,Consumer,Central,Illinois,Chicago,60699
"Kara Gregory",5955.02,551,47971.14,"most active customer",8375,Consumer,Central,Illinois,Chicago,60699
"Kara Gregory",5955.02,551,47971.14,"most active customer",8374,Consumer,Central,Illinois,Chicago,60699
"Kara Gregory",5955.02,551,47971.14,"most active customer",1796,Consumer,Central,Illinois,Chicago,60699
"Kara Gregory",5955.02,551,47971.14,"most active customer",1795,Consumer,Central,Illinois,Chicago,60699
"Kara Gregory",5955.02,551,47971.14,"most active customer",573,Consumer,Central,Illinois,Chicago,60699
"Brian Bennett",5927.44,34,9270.87,"most active customer",22662,"Small Business",East,"New York",Cheektowaga,14225
"Brian Bennett",5927.44,34,9270.87,"most active customer",22663,"Small Business",East,"New York",Cheektowaga,14225
"Brian Bennett",5927.44,34,9270.87,"most active customer",22312,"Small Business",East,"New York",Cheektowaga,14225
"Steve Martin",5858.79,63,12299.96,"most active customer",19449,Consumer,West,Washington,Bellevue,98006
"Steve Martin",5858.79,63,12299.96,"most active customer",19448,Consumer,West,Washington,Bellevue,98006
"Steve Martin",5858.79,63,12299.96,"most active customer",19447,Consumer,West,Washington,Bellevue,98006
"Steve Martin",5858.79,63,12299.96,"most active customer",19446,Consumer,West,Washington,Bellevue,98006
"Steve Martin",5858.79,63,12299.96,"most active customer",19831,Consumer,West,Washington,Bellevue,98006
"Steve Martin",5858.79,63,12299.96,"most active customer",19379,Consumer,West,Washington,Bellevue,98006
"Karl Knowles",5781.55,108,9351.78,others,23666,"Home Office",Central,Wisconsin,Madison,53711
"Karl Knowles",5781.55,108,9351.78,others,23583,"Home Office",Central,Wisconsin,Madison,53711
"Karl Knowles",5781.55,108,9351.78,others,23584,"Home Office",Central,Wisconsin,Madison,53711
"Karl Knowles",5781.55,108,9351.78,others,24022,"Home Office",Central,Wisconsin,Madison,53711
"Karl Knowles",5781.55,108,9351.78,others,24023,"Home Office",Central,Wisconsin,Madison,53711
"Karl Knowles",5781.55,108,9351.78,others,24919,"Home Office",Central,Wisconsin,Madison,53711
"Karl Knowles",5781.55,108,9351.78,others,19610,"Home Office",Central,Wisconsin,Madison,53711
"Erin Brandt Spivey",5778.4,82,8952.56,"most active customer",18888,Corporate,Central,Michigan,"Lincoln Park",48146
"Erin Brandt Spivey",5778.4,82,8952.56,"most active customer",18889,Corporate,Central,Michigan,"Lincoln Park",48146
"Erin Brandt Spivey",5778.4,82,8952.56,"most active customer",20453,Corporate,Central,Michigan,"Lincoln Park",48146
"Erin Brandt Spivey",5778.4,82,8952.56,"most active customer",20454,Corporate,Central,Michigan,"Lincoln Park",48146
"Erin Brandt Spivey",5778.4,82,8952.56,"most active customer",19013,Corporate,Central,Michigan,"Lincoln Park",48146
"Erin Brandt Spivey",5778.4,82,8952.56,"most active customer",19014,Corporate,Central,Michigan,"Lincoln Park",48146
"Ken Watson",5759.44,26,2147.85,others,19742,"Home Office",South,Florida,Tallahassee,32303
"Ken Watson",5759.44,26,2147.85,others,19743,"Home Office",South,Florida,Tallahassee,32303
"Ken Watson",5759.44,26,2147.85,others,19744,"Home Office",South,Florida,Tallahassee,32303
"Carolyn Bowling",5690.73,30,2817.39,"active customer",20857,"Small Business",South,Virginia,Blacksburg,24060
"Carolyn Bowling",5690.73,30,2817.39,"active customer",18168,"Small Business",South,Virginia,Blacksburg,24060
"Carolyn Bowling",5690.73,30,2817.39,"active customer",21492,"Small Business",South,Virginia,Blacksburg,24060
"Carolyn Bowling",5690.73,30,2817.39,"active customer",21491,"Small Business",South,Virginia,Blacksburg,24060
"Walter Young",5668.17,52,12588.57,others,20086,Corporate,West,Utah,"Pleasant Grove",84062
"Walter Young",5668.17,52,12588.57,others,18991,Corporate,West,Utah,"Pleasant Grove",84062
"Walter Young",5668.17,52,12588.57,others,18064,Corporate,West,Utah,"Pleasant Grove",84062
"Walter Young",5668.17,52,12588.57,others,19115,Corporate,West,Utah,"Pleasant Grove",84062
"Walter Young",5668.17,52,12588.57,others,18349,Corporate,West,Utah,"Pleasant Grove",84062
"Geoffrey H Wong",5583.84,68,2187.87,"most active customer",21833,Corporate,South,Georgia,Rome,30161
"Geoffrey H Wong",5583.84,68,2187.87,"most active customer",21832,Corporate,South,Georgia,Rome,30161
"Geoffrey H Wong",5583.84,68,2187.87,"most active customer",19091,Corporate,South,Georgia,Rome,30161
"Geoffrey H Wong",5583.84,68,2187.87,"most active customer",24435,Corporate,South,Georgia,Rome,30161
"Geoffrey H Wong",5583.84,68,2187.87,"most active customer",19570,Corporate,South,Georgia,Rome,30161
"Geoffrey H Wong",5583.84,68,2187.87,"most active customer",19569,Corporate,South,Georgia,Rome,30161
"Geoffrey H Wong",5583.84,68,2187.87,"most active customer",20188,Corporate,South,Georgia,Rome,30161
"Geoffrey H Wong",5583.84,68,2187.87,"most active customer",20187,Corporate,South,Georgia,Rome,30161
"Edward Pugh",5549.28,76,8060.47,"most active customer",24338,Consumer,West,"New Mexico","Santa Fe",87505
"Edward Pugh",5549.28,76,8060.47,"most active customer",24337,Consumer,West,"New Mexico","Santa Fe",87505
"Edward Pugh",5549.28,76,8060.47,"most active customer",18011,Consumer,West,"New Mexico","Santa Fe",87505
"Neal Wolfe",5529.45,864,69118,others,7293,Consumer,West,Washington,Seattle,98119
"Neal Wolfe",5529.45,864,69118,others,7292,Consumer,West,Washington,Seattle,98119
"Neal Wolfe",5529.45,864,69118,others,444,Consumer,West,Washington,Seattle,98119
"Neal Wolfe",5529.45,864,69118,others,6426,Consumer,West,Washington,Seattle,98119
"Neal Wolfe",5529.45,864,69118,others,5851,Consumer,West,Washington,Seattle,98119
"Neal Wolfe",5529.45,864,69118,others,5850,Consumer,West,Washington,Seattle,98119
"Neal Wolfe",5529.45,864,69118,others,2705,Consumer,West,Washington,Seattle,98119
"Neal Wolfe",5529.45,864,69118,others,2704,Consumer,West,Washington,Seattle,98119
"Neal Wolfe",5529.45,864,69118,others,2703,Consumer,West,Washington,Seattle,98119
"Neal Wolfe",5529.45,864,69118,others,1087,Consumer,West,Washington,Seattle,98119
"Neal Wolfe",5529.45,864,69118,others,1086,Consumer,West,Washington,Seattle,98119
"Neal Wolfe",5529.45,864,69118,others,2417,Consumer,West,Washington,Seattle,98119
"Neal Wolfe",5529.45,864,69118,others,6388,Consumer,West,Washington,Seattle,98119
"Neal Wolfe",5529.45,864,69118,others,6387,Consumer,West,Washington,Seattle,98119
"Neal Wolfe",5529.45,864,69118,others,1539,Consumer,West,Washington,Seattle,98119
"Neal Wolfe",5529.45,864,69118,others,7893,Consumer,West,Washington,Seattle,98119
"Priscilla Kane",5504.26,948,61610.6,"most active customer",1801,Corporate,Central,Texas,Houston,77070
"Priscilla Kane",5504.26,948,61610.6,"most active customer",1802,Corporate,Central,Texas,Houston,77070
"Priscilla Kane",5504.26,948,61610.6,"most active customer",7568,Corporate,Central,Texas,Houston,77070
"Priscilla Kane",5504.26,948,61610.6,"most active customer",6168,Corporate,Central,Texas,Houston,77070
"Priscilla Kane",5504.26,948,61610.6,"most active customer",6169,Corporate,Central,Texas,Houston,77070
"Priscilla Kane",5504.26,948,61610.6,"most active customer",6170,Corporate,Central,Texas,Houston,77070
"Priscilla Kane",5504.26,948,61610.6,"most active customer",6171,Corporate,Central,Texas,Houston,77070
"Priscilla Kane",5504.26,948,61610.6,"most active customer",6172,Corporate,Central,Texas,Houston,77070
"Priscilla Kane",5504.26,948,61610.6,"most active customer",6449,Corporate,Central,Texas,Houston,77070
"Priscilla Kane",5504.26,948,61610.6,"most active customer",6548,"Home Office",Central,Texas,Houston,77070
"Priscilla Kane",5504.26,948,61610.6,"most active customer",6549,"Home Office",Central,Texas,Houston,77070
"Priscilla Kane",5504.26,948,61610.6,"most active customer",6550,"Home Office",Central,Texas,Houston,77070
"Priscilla Kane",5504.26,948,61610.6,"most active customer",4504,Corporate,Central,Texas,Houston,77070
"Priscilla Kane",5504.26,948,61610.6,"most active customer",5165,"Home Office",Central,Texas,Houston,77070
"Priscilla Kane",5504.26,948,61610.6,"most active customer",6833,"Home Office",Central,Texas,Houston,77070
"Priscilla Kane",5504.26,948,61610.6,"most active customer",6834,"Home Office",Central,Texas,Houston,77070
"Priscilla Kane",5504.26,948,61610.6,"most active customer",6835,"Home Office",Central,Texas,Houston,77070
"Priscilla Kane",5504.26,948,61610.6,"most active customer",6173,Corporate,Central,Texas,Houston,77070
"Priscilla Kane",5504.26,948,61610.6,"most active customer",2392,Corporate,Central,Texas,Houston,77070
"Max Hubbard",5420.18,60,7671.37,others,22839,"Home Office",South,Florida,"Winter Park",32789
"Max Hubbard",5420.18,60,7671.37,others,22057,Corporate,South,Florida,"Winter Park",32789
"Max Hubbard",5420.18,60,7671.37,others,22058,Corporate,South,Florida,"Winter Park",32789
"Max Hubbard",5420.18,60,7671.37,others,22059,Corporate,South,Florida,"Winter Park",32789
"Max Hubbard",5420.18,60,7671.37,others,20613,"Home Office",South,Florida,"Winter Park",32789
"Max Hubbard",5420.18,60,7671.37,others,20614,"Home Office",South,Florida,"Winter Park",32789
"Max Hubbard",5420.18,60,7671.37,others,20958,"Home Office",South,Florida,"Winter Park",32789
"Max Hubbard",5420.18,60,7671.37,others,20959,"Home Office",South,Florida,"Winter Park",32789
"Pat Kinney",5403.8,34,7831.6,others,19934,"Small Business",Central,"South Dakota",Watertown,57201
"Pat Kinney",5403.8,34,7831.6,others,19242,"Small Business",Central,"South Dakota",Watertown,57201
"Nancy Schwartz",5379.5,21,2232.66,others,22961,Corporate,South,Georgia,Douglasville,30135
"Stuart Wiley",5377.26,112,11653.85,"most active customer",18330,"Small Business",Central,Illinois,"Crystal Lake",60014
"Stuart Wiley",5377.26,112,11653.85,"most active customer",18864,Corporate,Central,Illinois,"Crystal Lake",60014
"Stuart Wiley",5377.26,112,11653.85,"most active customer",18863,Corporate,Central,Illinois,"Crystal Lake",60014
"Stuart Wiley",5377.26,112,11653.85,"most active customer",19372,Corporate,Central,Illinois,"Crystal Lake",60014
"Stuart Wiley",5377.26,112,11653.85,"most active customer",19371,Corporate,Central,Illinois,"Crystal Lake",60014
"Stuart Wiley",5377.26,112,11653.85,"most active customer",19370,Corporate,Central,Illinois,"Crystal Lake",60014
"Stuart Wiley",5377.26,112,11653.85,"most active customer",18988,Corporate,Central,Illinois,"Crystal Lake",60014
"Larry Hall",5365.18,101,9384.84,"most active customer",21123,"Small Business",South,Alabama,Birmingham,35211
"Larry Hall",5365.18,101,9384.84,"most active customer",18865,"Small Business",South,Alabama,Birmingham,35211
"Larry Hall",5365.18,101,9384.84,"most active customer",18826,"Small Business",South,Alabama,Birmingham,35211
"Larry Hall",5365.18,101,9384.84,"most active customer",18825,"Small Business",South,Alabama,Birmingham,35211
"Larry Hall",5365.18,101,9384.84,"most active customer",19536,"Home Office",South,Alabama,Birmingham,35211
"Larry Hall",5365.18,101,9384.84,"most active customer",19535,"Home Office",South,Alabama,Birmingham,35211
"Larry Hall",5365.18,101,9384.84,"most active customer",19269,"Home Office",South,Alabama,Birmingham,35211
"Sean Herbert",5365.09,60,10133.6,"most active customer",22475,"Home Office",Central,Wisconsin,Racine,53402
"Sean Herbert",5365.09,60,10133.6,"most active customer",22474,"Home Office",Central,Wisconsin,Racine,53402
"Sean Herbert",5365.09,60,10133.6,"most active customer",22473,"Home Office",Central,Wisconsin,Racine,53402
"Margaret Olsen",5337.35,40,1854.79,others,26250,Corporate,South,"North Carolina",Monroe,28110
"Margaret Olsen",5337.35,40,1854.79,others,24104,"Home Office",South,"North Carolina",Monroe,28110
"Margaret Olsen",5337.35,40,1854.79,others,23904,"Home Office",South,"North Carolina",Monroe,28110
"Gayle Christian",5326.89,52,9794.54,"active customer",21410,Consumer,East,Maryland,"Perry Hall",21128
"Gayle Christian",5326.89,52,9794.54,"active customer",20932,"Small Business",East,Maryland,"Perry Hall",21128
"Gayle Christian",5326.89,52,9794.54,"active customer",20933,"Small Business",East,Maryland,"Perry Hall",21128
"Gayle Christian",5326.89,52,9794.54,"active customer",22216,Consumer,East,Maryland,"Perry Hall",21128
"Gayle Christian",5326.89,52,9794.54,"active customer",22217,Consumer,East,Maryland,"Perry Hall",21128
"Gayle Christian",5326.89,52,9794.54,"active customer",22189,"Small Business",East,Maryland,"Perry Hall",21128
"Eva Simpson",5318.21,106,9640.24,"most active customer",20431,Corporate,Central,Texas,Carrollton,75007
"Eva Simpson",5318.21,106,9640.24,"most active customer",20396,Corporate,Central,Texas,Carrollton,75007
"Eva Simpson",5318.21,106,9640.24,"most active customer",20433,Corporate,Central,Texas,Carrollton,75007
"Eva Simpson",5318.21,106,9640.24,"most active customer",20432,Corporate,Central,Texas,Carrollton,75007
"Eva Simpson",5318.21,106,9640.24,"most active customer",18625,Corporate,Central,Texas,Carrollton,75007
"Eva Simpson",5318.21,106,9640.24,"most active customer",20592,Corporate,Central,Texas,Carrollton,75007
"Marilyn Bishop",5296.34,47,10559.33,"most active customer",21894,"Small Business",West,"New Mexico",Farmington,87401
"Marilyn Bishop",5296.34,47,10559.33,"most active customer",21893,"Small Business",West,"New Mexico",Farmington,87401
"Marilyn Bishop",5296.34,47,10559.33,"most active customer",20924,"Small Business",West,"New Mexico",Farmington,87401
"Marilyn Bishop",5296.34,47,10559.33,"most active customer",20711,"Small Business",West,"New Mexico",Farmington,87401
"Sherry Hurley",5277.53,99,1562.46,others,20085,Consumer,South,"North Carolina",Fayetteville,28314
"Sherry Hurley",5277.53,99,1562.46,others,18202,Consumer,South,"North Carolina",Fayetteville,28314
"Sherry Hurley",5277.53,99,1562.46,others,18201,Consumer,South,"North Carolina",Fayetteville,28314
"Sherry Hurley",5277.53,99,1562.46,others,18200,Consumer,South,"North Carolina",Fayetteville,28314
"Sherry Hurley",5277.53,99,1562.46,others,20721,Consumer,South,"North Carolina",Fayetteville,28314
"Sherry Hurley",5277.53,99,1562.46,others,20720,Consumer,South,"North Carolina",Fayetteville,28314
"Sherry Hurley",5277.53,99,1562.46,others,20464,Consumer,South,"North Carolina",Fayetteville,28314
"Christopher Bryant",5255.6,160,12741.97,others,18444,Consumer,West,California,"Santa Clara",95051
"Christopher Bryant",5255.6,160,12741.97,others,20705,Consumer,West,California,"Santa Clara",95051
"Christopher Bryant",5255.6,160,12741.97,others,20704,Consumer,West,California,"Santa Clara",95051
"Christopher Bryant",5255.6,160,12741.97,others,20703,Consumer,West,California,"Santa Clara",95051
"Christopher Bryant",5255.6,160,12741.97,others,19087,Consumer,West,California,"Santa Clara",95051
"Christopher Bryant",5255.6,160,12741.97,others,19086,Consumer,West,California,"Santa Clara",95051
"Christopher Bryant",5255.6,160,12741.97,others,20417,Consumer,West,California,"Santa Clara",95051
"Christopher Bryant",5255.6,160,12741.97,others,19539,Consumer,West,California,"Santa Clara",95051
"Dennis Block Richardson",5236.01,84,11568.84,others,24552,Consumer,East,"New York","Niagara Falls",14304
"Dennis Block Richardson",5236.01,84,11568.84,others,23386,Consumer,East,"New York","Niagara Falls",14304
"Dennis Block Richardson",5236.01,84,11568.84,others,22584,Consumer,East,"New York","Niagara Falls",14304
"Dennis Block Richardson",5236.01,84,11568.84,others,22585,Consumer,East,"New York","Niagara Falls",14304
"Dennis Block Richardson",5236.01,84,11568.84,others,22586,Consumer,East,"New York","Niagara Falls",14304
"Philip Olsen",5174.36,14,7499.07,others,24332,"Home Office",East,Pennsylvania,"Wilkes Barre",18705
"Jack Hatcher",5172.63,38,8412.62,others,20250,"Home Office",Central,Texas,Greenville,75401
"Jack Hatcher",5172.63,38,8412.62,others,20249,"Home Office",Central,Texas,Greenville,75401
"Scott Bunn",5144.76,397,54091.64,"most active customer",5272,Corporate,East,"New York","New York City",10177
"Scott Bunn",5144.76,397,54091.64,"most active customer",5273,Corporate,East,"New York","New York City",10177
"Scott Bunn",5144.76,397,54091.64,"most active customer",5274,Corporate,East,"New York","New York City",10177
"Scott Bunn",5144.76,397,54091.64,"most active customer",7786,Corporate,East,"New York","New York City",10177
"Scott Bunn",5144.76,397,54091.64,"most active customer",441,Corporate,East,"New York","New York City",10177
"Scott Bunn",5144.76,397,54091.64,"most active customer",442,Corporate,East,"New York","New York City",10177
"Scott Bunn",5144.76,397,54091.64,"most active customer",443,Corporate,East,"New York","New York City",10177
"Scott Bunn",5144.76,397,54091.64,"most active customer",6229,Corporate,East,"New York","New York City",10177
"Scott Bunn",5144.76,397,54091.64,"most active customer",6230,Corporate,East,"New York","New York City",10177
"Scott Bunn",5144.76,397,54091.64,"most active customer",3667,Corporate,East,"New York","New York City",10177
"Thomas Frazier",5111.02,35,8955.34,"most active customer",18297,Consumer,Central,Wisconsin,"Sun Prairie",53590
"Thomas Frazier",5111.02,35,8955.34,"most active customer",18298,Consumer,Central,Wisconsin,"Sun Prairie",53590
"Thomas Frazier",5111.02,35,8955.34,"most active customer",18307,"Small Business",Central,Wisconsin,"Sun Prairie",53590
"Lillian Fischer",5108.42,59,11060.53,"most active customer",26032,Consumer,West,California,"Menlo Park",94025
"Lillian Fischer",5108.42,59,11060.53,"most active customer",20287,Corporate,West,California,"Menlo Park",94025
"Lillian Fischer",5108.42,59,11060.53,"most active customer",20288,Corporate,West,California,"Menlo Park",94025
"Lillian Fischer",5108.42,59,11060.53,"most active customer",25867,Consumer,West,California,"Menlo Park",94025
"Lillian Fischer",5108.42,59,11060.53,"most active customer",24785,Consumer,West,California,"Menlo Park",94025
"Lillian Fischer",5108.42,59,11060.53,"most active customer",26033,Consumer,West,California,"Menlo Park",94025
"Danny Francis Bell",5098.48,66,12071.02,"most active customer",23048,"Home Office",Central,Illinois,"Glendale Heights",60139
"Danny Francis Bell",5098.48,66,12071.02,"most active customer",22372,"Home Office",Central,Illinois,"Glendale Heights",60139
"Danny Francis Bell",5098.48,66,12071.02,"most active customer",21716,Corporate,Central,Illinois,"Glendale Heights",60139
"Danny Francis Bell",5098.48,66,12071.02,"most active customer",20221,"Home Office",Central,Illinois,"Glendale Heights",60139
"Danny Francis Bell",5098.48,66,12071.02,"most active customer",19676,"Home Office",Central,Illinois,"Glendale Heights",60139
"Danny Francis Bell",5098.48,66,12071.02,"most active customer",22390,Corporate,Central,Illinois,"Glendale Heights",60139
"Danny Francis Bell",5098.48,66,12071.02,"most active customer",22391,Corporate,Central,Illinois,"Glendale Heights",60139
"Danny Francis Bell",5098.48,66,12071.02,"most active customer",22392,Corporate,Central,Illinois,"Glendale Heights",60139
"Leo Riley",5091.9,45,9424.55,"active customer",26333,"Small Business",Central,Illinois,"Country Club Hills",60478
"Leo Riley",5091.9,45,9424.55,"active customer",26199,"Small Business",Central,Illinois,"Country Club Hills",60478
"Leo Riley",5091.9,45,9424.55,"active customer",26198,"Small Business",Central,Illinois,"Country Club Hills",60478
"Leo Riley",5091.9,45,9424.55,"active customer",26197,"Small Business",Central,Illinois,"Country Club Hills",60478
"Leo Riley",5091.9,45,9424.55,"active customer",21821,"Small Business",Central,Illinois,"Country Club Hills",60478
"Katie Dougherty",5027.51,86,14924.99,"most active customer",21609,Corporate,West,Washington,Spanaway,98387
"Katie Dougherty",5027.51,86,14924.99,"most active customer",21610,Corporate,West,Washington,Spanaway,98387
"Katie Dougherty",5027.51,86,14924.99,"most active customer",19546,Corporate,West,Washington,Spanaway,98387
"Katie Dougherty",5027.51,86,14924.99,"most active customer",19547,Corporate,West,Washington,Spanaway,98387
"Katie Dougherty",5027.51,86,14924.99,"most active customer",19548,Corporate,West,Washington,Spanaway,98387
"Katie Dougherty",5027.51,86,14924.99,"most active customer",21116,Corporate,West,Washington,Spanaway,98387
"Katie Dougherty",5027.51,86,14924.99,"most active customer",21611,Corporate,West,Washington,Spanaway,98387
"Diana Schultz",4986.64,56,12476.15,"most active customer",18271,"Small Business",West,Idaho,Nampa,83686
"Diana Schultz",4986.64,56,12476.15,"most active customer",18449,"Small Business",West,Idaho,Nampa,83686
"Diana Schultz",4986.64,56,12476.15,"most active customer",19296,"Small Business",West,Idaho,Nampa,83686
"Diana Schultz",4986.64,56,12476.15,"most active customer",19431,"Small Business",West,Idaho,Nampa,83686
"Kathryn Jenkins",4981.47,87,13270.29,"most active customer",21829,Corporate,East,Ohio,Hudson,44236
"Kathryn Jenkins",4981.47,87,13270.29,"most active customer",18685,"Home Office",East,Ohio,Hudson,44236
"Kathryn Jenkins",4981.47,87,13270.29,"most active customer",23849,"Home Office",East,Ohio,Hudson,44236
"Kathryn Jenkins",4981.47,87,13270.29,"most active customer",22982,"Home Office",East,Ohio,Hudson,44236
"Kathryn Jenkins",4981.47,87,13270.29,"most active customer",22981,"Home Office",East,Ohio,Hudson,44236
"Kathryn Jenkins",4981.47,87,13270.29,"most active customer",22980,"Home Office",East,Ohio,Hudson,44236
"Phillip Blum",4948.34,26,8498.71,others,23464,Consumer,West,Oregon,Troutdale,97060
"Phillip Blum",4948.34,26,8498.71,others,23594,Consumer,West,Oregon,Troutdale,97060
"Phillip Blum",4948.34,26,8498.71,others,23593,Consumer,West,Oregon,Troutdale,97060
"Phillip Blum",4948.34,26,8498.71,others,22079,Consumer,West,Oregon,Troutdale,97060
"Phillip Blum",4948.34,26,8498.71,others,22857,Consumer,West,Oregon,Troutdale,97060
"Douglas English",4932.91,83,4237.16,"most active customer",23050,Consumer,South,Florida,"Palm Bay",32905
"Douglas English",4932.91,83,4237.16,"most active customer",23051,Consumer,South,Florida,"Palm Bay",32905
"Douglas English",4932.91,83,4237.16,"most active customer",24088,Consumer,South,Florida,"Palm Bay",32905
"Douglas English",4932.91,83,4237.16,"most active customer",23296,Consumer,South,Florida,"Palm Bay",32905
"Douglas English",4932.91,83,4237.16,"most active customer",25153,Consumer,South,Florida,"Palm Bay",32905
"Douglas English",4932.91,83,4237.16,"most active customer",22335,Consumer,South,Florida,"Palm Bay",32905
"Joann Perry",4929.39,15,7144.04,others,22225,Consumer,East,"New Jersey",Lodi,7644
"Emma Sparks",4910.86,105,13983.92,others,20044,Corporate,West,Oregon,"Oregon City",97045
"Emma Sparks",4910.86,105,13983.92,others,22122,Corporate,West,Oregon,"Oregon City",97045
"Emma Sparks",4910.86,105,13983.92,others,22121,Corporate,West,Oregon,"Oregon City",97045
"Emma Sparks",4910.86,105,13983.92,others,22120,Corporate,West,Oregon,"Oregon City",97045
"Emma Sparks",4910.86,105,13983.92,others,21449,Corporate,West,Oregon,"Oregon City",97045
"Emma Sparks",4910.86,105,13983.92,others,19320,Corporate,West,Oregon,"Oregon City",97045
